respondent_number,region,district,urbrur,latitude,longitude,dateintr,age,electricity_grid_in_the_psu_ea,road_surface_last_5_km,road_condition_last_5_km,overall_direction_of_the_country,country_s_present_economic_condition,country_s_economic_condition_compared_to_12_months_ago,country_s_economic_condition_in_12_months_time,how_often_gone_without_food,how_often_gone_without_water,support_for_democracy,satisfaction_with_democracy,level_of_corruption,handling_managing_the_economy,climate_change_affecting_country,gender_of_respondent,lived_poverty_index_average_index_of_5_poverty_items,country,round,rectangle_coordinates,geometry,buildings_num
MLW0853,461,Mchinji,2,-13.9279083333333,33.142475,2019-11-28,38,1,1,6,1,1,2,2,2,0,3,3,1,2,2,2,1.4,MLW,8,"[[33.13784218418904, -13.923411725303705], [33.147107815810955, -13.923411725303705], [33.147107815810955, -13.932404941362893], [33.13784218418904, -13.932404941362893]]","POLYGON ((33.13784218418904 -13.923411725303705, 33.147107815810955 -13.923411725303705, 33.147107815810955 -13.932404941362893, 33.13784218418904 -13.932404941362893, 33.13784218418904 -13.923411725303705))",489
MLW0854,461,Lilongwe,2,-14.0978716666667,33.928965,2019-11-28,19,0,1,3,1,2,1,3,0,0,2,2,1,2,5,1,1.8,MLW,8,"[[33.924328753148394, -14.093375058637106], [33.9336012468516, -14.093375058637106], [33.9336012468516, -14.102368274696294], [33.924328753148394, -14.102368274696294]]","POLYGON ((33.924328753148394 -14.093375058637106, 33.9336012468516 -14.093375058637106, 33.9336012468516 -14.102368274696294, 33.924328753148394 -14.102368274696294, 33.924328753148394 -14.093375058637106))",505
MLW0855,461,Lilongwe,2,-14.0978716666667,33.928965,2019-11-28,27,0,1,3,1,1,1,1,1,1,1,1,1,2,5,1,1.4,MLW,8,"[[33.924328753148394, -14.093375058637106], [33.9336012468516, -14.093375058637106], [33.9336012468516, -14.102368274696294], [33.924328753148394, -14.102368274696294]]","POLYGON ((33.924328753148394 -14.093375058637106, 33.9336012468516 -14.093375058637106, 33.9336012468516 -14.102368274696294, 33.924328753148394 -14.102368274696294, 33.924328753148394 -14.093375058637106))",505
MLW0856,462,Blantyre,2,-15.8878933333333,34.8882766666667,2019-11-28,46,0,1,2,1,1,1,1,3,4,3,3,1,1,5,1,3.2,MLW,8,"[[34.883601461965085, -15.883396725303706], [34.89295187136831, -15.883396725303706], [34.89295187136831, -15.892389941362895], [34.883601461965085, -15.892389941362895]]","POLYGON ((34.883601461965085 -15.883396725303706, 34.89295187136831 -15.883396725303706, 34.89295187136831 -15.892389941362895, 34.883601461965085 -15.892389941362895, 34.883601461965085 -15.883396725303706))",221
MLW0857,461,Lilongwe,2,-14.0978716666667,33.928965,2019-11-28,36,0,1,3,1,2,2,1,4,0,2,2,1,2,7,2,0.8,MLW,8,"[[33.924328753148394, -14.093375058637106], [33.9336012468516, -14.093375058637106], [33.9336012468516, -14.102368274696294], [33.924328753148394, -14.102368274696294]]","POLYGON ((33.924328753148394 -14.093375058637106, 33.9336012468516 -14.093375058637106, 33.9336012468516 -14.102368274696294, 33.924328753148394 -14.102368274696294, 33.924328753148394 -14.093375058637106))",505
MLW0858,462,Blantyre,2,-15.8878933333333,34.8882766666667,2019-11-28,19,0,1,2,2,1,2,9,0,0,3,8,3,1,7,2,0.4,MLW,8,"[[34.883601461965085, -15.883396725303706], [34.89295187136831, -15.883396725303706], [34.89295187136831, -15.892389941362895], [34.883601461965085, -15.892389941362895]]","POLYGON ((34.883601461965085 -15.883396725303706, 34.89295187136831 -15.883396725303706, 34.89295187136831 -15.892389941362895, 34.883601461965085 -15.892389941362895, 34.883601461965085 -15.883396725303706))",221
MLW0859,461,Dedza,2,-14.12603,34.5170883333333,2019-11-28,31,0,5,6,1,2,2,1,3,3,3,3,1,2,7,1,2.0,MLW,8,"[[34.51245151361897, -14.121533391970406], [34.521725153047626, -14.121533391970406], [34.521725153047626, -14.130526608029594], [34.51245151361897, -14.130526608029594]]","POLYGON ((34.51245151361897 -14.121533391970406, 34.521725153047626 -14.121533391970406, 34.521725153047626 -14.130526608029594, 34.51245151361897 -14.130526608029594, 34.51245151361897 -14.121533391970406))",200
MLW0860,461,Dedza,2,-14.12603,34.5170883333333,2019-11-28,22,0,5,6,1,1,1,4,2,2,3,1,4,2,5,1,1.8,MLW,8,"[[34.51245151361897, -14.121533391970406], [34.521725153047626, -14.121533391970406], [34.521725153047626, -14.130526608029594], [34.51245151361897, -14.130526608029594]]","POLYGON ((34.51245151361897 -14.121533391970406, 34.521725153047626 -14.121533391970406, 34.521725153047626 -14.130526608029594, 34.51245151361897 -14.130526608029594, 34.51245151361897 -14.121533391970406))",200
MLW0861,462,Nsanje,2,-16.99211,35.214375,2019-11-28,65,1,2,4,1,2,4,2,3,0,3,4,3,3,5,1,1.2,MLW,8,"[[35.20967313196051, -16.987613391970406], [35.21907686803949, -16.987613391970406], [35.21907686803949, -16.996606608029595], [35.20967313196051, -16.996606608029595]]","POLYGON ((35.20967313196051 -16.987613391970406, 35.21907686803949 -16.987613391970406, 35.21907686803949 -16.996606608029595, 35.20967313196051 -16.996606608029595, 35.20967313196051 -16.987613391970406))",985
MLW0862,462,Blantyre,2,-15.8878933333333,34.8882766666667,2019-11-28,43,0,1,2,1,1,1,9,1,4,1,3,4,2,7,2,2.8,MLW,8,"[[34.883601461965085, -15.883396725303706], [34.89295187136831, -15.883396725303706], [34.89295187136831, -15.892389941362895], [34.883601461965085, -15.892389941362895]]","POLYGON ((34.883601461965085 -15.883396725303706, 34.89295187136831 -15.883396725303706, 34.89295187136831 -15.892389941362895, 34.883601461965085 -15.892389941362895, 34.883601461965085 -15.883396725303706))",221
MLW0863,462,Nsanje,2,-16.99211,35.214375,2019-11-28,29,1,2,4,1,1,2,4,0,0,1,1,1,1,5,1,0.8,MLW,8,"[[35.20967313196051, -16.987613391970406], [35.21907686803949, -16.987613391970406], [35.21907686803949, -16.996606608029595], [35.20967313196051, -16.996606608029595]]","POLYGON ((35.20967313196051 -16.987613391970406, 35.21907686803949 -16.987613391970406, 35.21907686803949 -16.996606608029595, 35.20967313196051 -16.996606608029595, 35.20967313196051 -16.987613391970406))",985
MLW0864,462,Nsanje,2,-16.99211,35.214375,2019-11-28,38,1,2,4,1,2,1,2,2,0,3,2,1,9,1,2,0.6,MLW,8,"[[35.20967313196051, -16.987613391970406], [35.21907686803949, -16.987613391970406], [35.21907686803949, -16.996606608029595], [35.20967313196051, -16.996606608029595]]","POLYGON ((35.20967313196051 -16.987613391970406, 35.21907686803949 -16.987613391970406, 35.21907686803949 -16.996606608029595, 35.20967313196051 -16.996606608029595, 35.20967313196051 -16.987613391970406))",985
MLW0865,462,Nsanje,2,-16.99211,35.214375,2019-11-28,25,1,2,4,1,1,2,9,3,0,2,1,1,1,7,2,1.6,MLW,8,"[[35.20967313196051, -16.987613391970406], [35.21907686803949, -16.987613391970406], [35.21907686803949, -16.996606608029595], [35.20967313196051, -16.996606608029595]]","POLYGON ((35.20967313196051 -16.987613391970406, 35.21907686803949 -16.987613391970406, 35.21907686803949 -16.996606608029595, 35.20967313196051 -16.996606608029595, 35.20967313196051 -16.987613391970406))",985
MLW0866,460,Mzimba,2,-12.129875,33.4567133333333,2019-11-28,35,0,2,6,1,3,2,2,4,3,2,3,2,2,2,1,2.6,MLW,8,"[[33.45211404059787, -12.125378391970406], [33.461312626068725, -12.125378391970406], [33.461312626068725, -12.134371608029594], [33.45211404059787, -12.134371608029594]]","POLYGON ((33.45211404059787 -12.125378391970406, 33.461312626068725 -12.125378391970406, 33.461312626068725 -12.134371608029594, 33.45211404059787 -12.134371608029594, 33.45211404059787 -12.125378391970406))",268
MLW0867,461,Dedza,2,-14.12603,34.5170883333333,2019-11-28,34,0,5,6,1,1,1,1,3,0,3,1,4,1,5,2,1.8,MLW,8,"[[34.51245151361897, -14.121533391970406], [34.521725153047626, -14.121533391970406], [34.521725153047626, -14.130526608029594], [34.51245151361897, -14.130526608029594]]","POLYGON ((34.51245151361897 -14.121533391970406, 34.521725153047626 -14.121533391970406, 34.521725153047626 -14.130526608029594, 34.51245151361897 -14.130526608029594, 34.51245151361897 -14.121533391970406))",200
MLW0868,460,Mzimba,2,-12.129875,33.4567133333333,2019-11-28,30,0,2,6,1,1,2,1,2,3,3,1,1,1,5,2,2.0,MLW,8,"[[33.45211404059787, -12.125378391970406], [33.461312626068725, -12.125378391970406], [33.461312626068725, -12.134371608029594], [33.45211404059787, -12.134371608029594]]","POLYGON ((33.45211404059787 -12.125378391970406, 33.461312626068725 -12.125378391970406, 33.461312626068725 -12.134371608029594, 33.45211404059787 -12.134371608029594, 33.45211404059787 -12.125378391970406))",268
MLW0869,460,Mzimba,2,-12.129875,33.4567133333333,2019-11-28,60,0,2,6,1,1,1,2,2,0,3,0,1,1,7,1,1.4,MLW,8,"[[33.45211404059787, -12.125378391970406], [33.461312626068725, -12.125378391970406], [33.461312626068725, -12.134371608029594], [33.45211404059787, -12.134371608029594]]","POLYGON ((33.45211404059787 -12.125378391970406, 33.461312626068725 -12.125378391970406, 33.461312626068725 -12.134371608029594, 33.45211404059787 -12.134371608029594, 33.45211404059787 -12.125378391970406))",268
MLW0870,460,Mzimba,2,-12.129875,33.4567133333333,2019-11-28,23,0,2,6,1,1,2,9,3,3,3,2,1,1,7,2,3.2,MLW,8,"[[33.45211404059787, -12.125378391970406], [33.461312626068725, -12.125378391970406], [33.461312626068725, -12.134371608029594], [33.45211404059787, -12.134371608029594]]","POLYGON ((33.45211404059787 -12.125378391970406, 33.461312626068725 -12.125378391970406, 33.461312626068725 -12.134371608029594, 33.45211404059787 -12.134371608029594, 33.45211404059787 -12.125378391970406))",268
MLW0871,461,Mchinji,2,-13.9279083333333,33.142475,2019-11-28,40,1,1,6,1,1,1,1,2,1,3,3,1,1,5,1,1.8,MLW,8,"[[33.13784218418904, -13.923411725303705], [33.147107815810955, -13.923411725303705], [33.147107815810955, -13.932404941362893], [33.13784218418904, -13.932404941362893]]","POLYGON ((33.13784218418904 -13.923411725303705, 33.147107815810955 -13.923411725303705, 33.147107815810955 -13.932404941362893, 33.13784218418904 -13.932404941362893, 33.13784218418904 -13.923411725303705))",489
MLW0872,462,Blantyre,2,-15.8878933333333,34.8882766666667,2019-11-28,27,0,1,2,1,1,1,1,3,4,3,4,1,1,5,1,2.0,MLW,8,"[[34.883601461965085, -15.883396725303706], [34.89295187136831, -15.883396725303706], [34.89295187136831, -15.892389941362895], [34.883601461965085, -15.892389941362895]]","POLYGON ((34.883601461965085 -15.883396725303706, 34.89295187136831 -15.883396725303706, 34.89295187136831 -15.892389941362895, 34.883601461965085 -15.892389941362895, 34.883601461965085 -15.883396725303706))",221
MLW0873,461,Mchinji,2,-13.9279083333333,33.142475,2019-11-28,34,1,1,6,1,1,4,2,2,2,3,4,1,1,5,1,1.6,MLW,8,"[[33.13784218418904, -13.923411725303705], [33.147107815810955, -13.923411725303705], [33.147107815810955, -13.932404941362893], [33.13784218418904, -13.932404941362893]]","POLYGON ((33.13784218418904 -13.923411725303705, 33.147107815810955 -13.923411725303705, 33.147107815810955 -13.932404941362893, 33.13784218418904 -13.932404941362893, 33.13784218418904 -13.923411725303705))",489
MLW0874,461,Mchinji,2,-13.9279083333333,33.142475,2019-11-28,25,1,1,6,1,1,3,9,4,0,3,9,3,1,5,2,2.8,MLW,8,"[[33.13784218418904, -13.923411725303705], [33.147107815810955, -13.923411725303705], [33.147107815810955, -13.932404941362893], [33.13784218418904, -13.932404941362893]]","POLYGON ((33.13784218418904 -13.923411725303705, 33.147107815810955 -13.923411725303705, 33.147107815810955 -13.932404941362893, 33.13784218418904 -13.932404941362893, 33.13784218418904 -13.923411725303705))",489
MLW0875,462,Nsanje,2,-16.99211,35.214375,2019-11-28,23,1,2,4,1,1,4,2,0,0,2,1,2,3,7,2,0.4,MLW,8,"[[35.20967313196051, -16.987613391970406], [35.21907686803949, -16.987613391970406], [35.21907686803949, -16.996606608029595], [35.20967313196051, -16.996606608029595]]","POLYGON ((35.20967313196051 -16.987613391970406, 35.21907686803949 -16.987613391970406, 35.21907686803949 -16.996606608029595, 35.20967313196051 -16.996606608029595, 35.20967313196051 -16.987613391970406))",985
MLW0876,461,Mchinji,2,-13.9279083333333,33.142475,2019-11-28,20,1,1,6,1,3,4,4,1,0,3,3,1,2,1,1,0.4,MLW,8,"[[33.13784218418904, -13.923411725303705], [33.147107815810955, -13.923411725303705], [33.147107815810955, -13.932404941362893], [33.13784218418904, -13.932404941362893]]","POLYGON ((33.13784218418904 -13.923411725303705, 33.147107815810955 -13.923411725303705, 33.147107815810955 -13.932404941362893, 33.13784218418904 -13.932404941362893, 33.13784218418904 -13.923411725303705))",489
MLW0877,462,Nsanje,2,-16.99211,35.214375,2019-11-28,52,1,2,4,1,1,3,1,3,0,3,3,1,3,7,1,2.6,MLW,8,"[[35.20967313196051, -16.987613391970406], [35.21907686803949, -16.987613391970406], [35.21907686803949, -16.996606608029595], [35.20967313196051, -16.996606608029595]]","POLYGON ((35.20967313196051 -16.987613391970406, 35.21907686803949 -16.987613391970406, 35.21907686803949 -16.996606608029595, 35.20967313196051 -16.996606608029595, 35.20967313196051 -16.987613391970406))",985
MLW0878,462,Nsanje,2,-16.99211,35.214375,2019-11-28,33,1,2,4,2,2,4,9,3,0,2,3,3,3,7,2,1.4,MLW,8,"[[35.20967313196051, -16.987613391970406], [35.21907686803949, -16.987613391970406], [35.21907686803949, -16.996606608029595], [35.20967313196051, -16.996606608029595]]","POLYGON ((35.20967313196051 -16.987613391970406, 35.21907686803949 -16.987613391970406, 35.21907686803949 -16.996606608029595, 35.20967313196051 -16.996606608029595, 35.20967313196051 -16.987613391970406))",985
MLW0879,462,Nsanje,2,-16.99211,35.214375,2019-11-28,44,1,2,4,1,2,4,1,4,0,1,3,1,2,5,1,2.4,MLW,8,"[[35.20967313196051, -16.987613391970406], [35.21907686803949, -16.987613391970406], [35.21907686803949, -16.996606608029595], [35.20967313196051, -16.996606608029595]]","POLYGON ((35.20967313196051 -16.987613391970406, 35.21907686803949 -16.987613391970406, 35.21907686803949 -16.996606608029595, 35.20967313196051 -16.996606608029595, 35.20967313196051 -16.987613391970406))",985
MLW0880,461,Dedza,2,-14.2833466666667,34.5770183333333,2019-11-28,32,0,1,5,1,4,2,1,2,1,3,4,1,3,7,1,1.6,MLW,8,"[[34.57237828987729, -14.278850058637106], [34.581658376789306, -14.278850058637106], [34.581658376789306, -14.287843274696295], [34.57237828987729, -14.287843274696295]]","POLYGON ((34.57237828987729 -14.278850058637106, 34.581658376789306 -14.278850058637106, 34.581658376789306 -14.287843274696295, 34.57237828987729 -14.287843274696295, 34.57237828987729 -14.278850058637106))",737
MLW0881,461,Dedza,2,-14.2833466666667,34.5770183333333,2019-11-28,25,0,1,5,1,4,3,4,2,0,1,3,3,3,4,1,1.2,MLW,8,"[[34.57237828987729, -14.278850058637106], [34.581658376789306, -14.278850058637106], [34.581658376789306, -14.287843274696295], [34.57237828987729, -14.287843274696295]]","POLYGON ((34.57237828987729 -14.278850058637106, 34.581658376789306 -14.278850058637106, 34.581658376789306 -14.287843274696295, 34.57237828987729 -14.287843274696295, 34.57237828987729 -14.278850058637106))",737
MLW0882,461,Dedza,2,-14.2833466666667,34.5770183333333,2019-11-28,39,0,1,5,1,2,1,1,3,3,1,2,1,2,7,2,2.6,MLW,8,"[[34.57237828987729, -14.278850058637106], [34.581658376789306, -14.278850058637106], [34.581658376789306, -14.287843274696295], [34.57237828987729, -14.287843274696295]]","POLYGON ((34.57237828987729 -14.278850058637106, 34.581658376789306 -14.278850058637106, 34.581658376789306 -14.287843274696295, 34.57237828987729 -14.287843274696295, 34.57237828987729 -14.278850058637106))",737
MLW0883,461,Lilongwe,2,-14.1847666666667,33.9620516666667,2019-11-28,39,0,1,4,1,1,1,1,3,1,3,1,1,2,7,2,1.2,MLW,8,"[[33.95741364793163, -14.180270058637106], [33.966689685401775, -14.180270058637106], [33.966689685401775, -14.189263274696295], [33.95741364793163, -14.189263274696295]]","POLYGON ((33.95741364793163 -14.180270058637106, 33.966689685401775 -14.180270058637106, 33.966689685401775 -14.189263274696295, 33.95741364793163 -14.189263274696295, 33.95741364793163 -14.180270058637106))",375
MLW0884,461,Lilongwe,2,-14.1847666666667,33.9620516666667,2019-11-28,33,0,1,4,1,2,2,1,3,2,1,1,1,1,5,1,2.0,MLW,8,"[[33.95741364793163, -14.180270058637106], [33.966689685401775, -14.180270058637106], [33.966689685401775, -14.189263274696295], [33.95741364793163, -14.189263274696295]]","POLYGON ((33.95741364793163 -14.180270058637106, 33.966689685401775 -14.180270058637106, 33.966689685401775 -14.189263274696295, 33.95741364793163 -14.189263274696295, 33.95741364793163 -14.180270058637106))",375
MLW0885,461,Lilongwe,2,-14.1847666666667,33.9620516666667,2019-11-28,20,0,1,4,1,1,4,4,1,3,3,1,1,2,5,1,1.0,MLW,8,"[[33.95741364793163, -14.180270058637106], [33.966689685401775, -14.180270058637106], [33.966689685401775, -14.189263274696295], [33.95741364793163, -14.189263274696295]]","POLYGON ((33.95741364793163 -14.180270058637106, 33.966689685401775 -14.180270058637106, 33.966689685401775 -14.189263274696295, 33.95741364793163 -14.189263274696295, 33.95741364793163 -14.180270058637106))",375
MLW0886,461,Lilongwe,2,-14.1847666666667,33.9620516666667,2019-11-28,52,0,1,4,1,1,1,1,3,0,3,3,1,1,7,2,1.4,MLW,8,"[[33.95741364793163, -14.180270058637106], [33.966689685401775, -14.180270058637106], [33.966689685401775, -14.189263274696295], [33.95741364793163, -14.189263274696295]]","POLYGON ((33.95741364793163 -14.180270058637106, 33.966689685401775 -14.180270058637106, 33.966689685401775 -14.189263274696295, 33.95741364793163 -14.189263274696295, 33.95741364793163 -14.180270058637106))",375
MLW0887,460,Mzimba,2,-12.207245,33.449195,2019-11-28,59,0,1,5,1,2,4,9,0,0,2,2,1,3,2,1,0.4,MLW,8,"[[33.44459436783396, -12.202748391970406], [33.45379563216605, -12.202748391970406], [33.45379563216605, -12.211741608029595], [33.44459436783396, -12.211741608029595]]","POLYGON ((33.44459436783396 -12.202748391970406, 33.45379563216605 -12.202748391970406, 33.45379563216605 -12.211741608029595, 33.44459436783396 -12.211741608029595, 33.44459436783396 -12.202748391970406))",67
MLW0888,460,Mzimba,2,-12.207245,33.449195,2019-11-28,45,0,1,5,1,1,1,1,3,0,3,1,1,1,7,2,2.4,MLW,8,"[[33.44459436783396, -12.202748391970406], [33.45379563216605, -12.202748391970406], [33.45379563216605, -12.211741608029595], [33.44459436783396, -12.211741608029595]]","POLYGON ((33.44459436783396 -12.202748391970406, 33.45379563216605 -12.202748391970406, 33.45379563216605 -12.211741608029595, 33.44459436783396 -12.211741608029595, 33.44459436783396 -12.202748391970406))",67
MLW0889,460,Mzimba,2,-12.207245,33.449195,2019-11-28,55,0,1,5,1,2,3,3,1,1,2,2,2,2,7,2,1.6,MLW,8,"[[33.44459436783396, -12.202748391970406], [33.45379563216605, -12.202748391970406], [33.45379563216605, -12.211741608029595], [33.44459436783396, -12.211741608029595]]","POLYGON ((33.44459436783396 -12.202748391970406, 33.45379563216605 -12.202748391970406, 33.45379563216605 -12.211741608029595, 33.44459436783396 -12.211741608029595, 33.44459436783396 -12.202748391970406))",67
MLW0890,460,Mzimba,2,-12.207245,33.449195,2019-11-28,22,0,1,5,1,1,1,1,2,0,2,1,1,1,5,1,1.0,MLW,8,"[[33.44459436783396, -12.202748391970406], [33.45379563216605, -12.202748391970406], [33.45379563216605, -12.211741608029595], [33.44459436783396, -12.211741608029595]]","POLYGON ((33.44459436783396 -12.202748391970406, 33.45379563216605 -12.202748391970406, 33.45379563216605 -12.211741608029595, 33.44459436783396 -12.211741608029595, 33.44459436783396 -12.202748391970406))",67
MLW0891,461,Dedza,2,-14.2833466666667,34.5770183333333,2019-11-28,25,0,1,5,1,1,1,9,3,0,3,2,2,2,5,2,2.4,MLW,8,"[[34.57237828987729, -14.278850058637106], [34.581658376789306, -14.278850058637106], [34.581658376789306, -14.287843274696295], [34.57237828987729, -14.287843274696295]]","POLYGON ((34.57237828987729 -14.278850058637106, 34.581658376789306 -14.278850058637106, 34.581658376789306 -14.287843274696295, 34.57237828987729 -14.287843274696295, 34.57237828987729 -14.278850058637106))",737
MLW0892,462,Nsanje,2,-16.96073,35.2246966666667,2019-11-28,34,0,1,5,1,2,2,2,3,0,3,3,1,2,5,1,1.2,MLW,8,"[[35.219995584701934, -16.956233391970407], [35.22939774863147, -16.956233391970407], [35.22939774863147, -16.965226608029596], [35.219995584701934, -16.965226608029596]]","POLYGON ((35.219995584701934 -16.956233391970407, 35.22939774863147 -16.956233391970407, 35.22939774863147 -16.965226608029596, 35.219995584701934 -16.965226608029596, 35.219995584701934 -16.956233391970407))",753
MLW0893,462,Nsanje,2,-16.96073,35.2246966666667,2019-11-28,45,0,1,5,2,2,1,9,4,0,3,1,1,3,5,2,1.6,MLW,8,"[[35.219995584701934, -16.956233391970407], [35.22939774863147, -16.956233391970407], [35.22939774863147, -16.965226608029596], [35.219995584701934, -16.965226608029596]]","POLYGON ((35.219995584701934 -16.956233391970407, 35.22939774863147 -16.956233391970407, 35.22939774863147 -16.965226608029596, 35.219995584701934 -16.965226608029596, 35.219995584701934 -16.956233391970407))",753
MLW0894,462,Nsanje,2,-16.96073,35.2246966666667,2019-11-28,27,0,1,5,1,2,4,2,2,0,3,3,2,1,5,1,0.8,MLW,8,"[[35.219995584701934, -16.956233391970407], [35.22939774863147, -16.956233391970407], [35.22939774863147, -16.965226608029596], [35.219995584701934, -16.965226608029596]]","POLYGON ((35.219995584701934 -16.956233391970407, 35.22939774863147 -16.956233391970407, 35.22939774863147 -16.965226608029596, 35.219995584701934 -16.965226608029596, 35.219995584701934 -16.956233391970407))",753
MLW0895,462,Nsanje,2,-16.96073,35.2246966666667,2019-11-28,62,0,1,5,1,2,2,1,3,0,3,1,3,2,4,2,2.0,MLW,8,"[[35.219995584701934, -16.956233391970407], [35.22939774863147, -16.956233391970407], [35.22939774863147, -16.965226608029596], [35.219995584701934, -16.965226608029596]]","POLYGON ((35.219995584701934 -16.956233391970407, 35.22939774863147 -16.956233391970407, 35.22939774863147 -16.965226608029596, 35.219995584701934 -16.965226608029596, 35.219995584701934 -16.956233391970407))",753
MLW0896,462,Blantyre,2,-15.9271016666667,34.9333233333333,2019-11-28,50,1,5,5,1,2,1,9,3,4,1,1,3,2,5,1,3.6,MLW,8,"[[34.92864721674254, -15.922605058637105], [34.93799944992406, -15.922605058637105], [34.93799944992406, -15.931598274696293], [34.92864721674254, -15.931598274696293]]","POLYGON ((34.92864721674254 -15.922605058637105, 34.93799944992406 -15.922605058637105, 34.93799944992406 -15.931598274696293, 34.92864721674254 -15.931598274696293, 34.92864721674254 -15.922605058637105))",315
MLW0897,462,Blantyre,2,-15.9271016666667,34.9333233333333,2019-11-28,25,1,5,5,2,2,1,4,2,0,3,2,2,2,7,1,1.0,MLW,8,"[[34.92864721674254, -15.922605058637105], [34.93799944992406, -15.922605058637105], [34.93799944992406, -15.931598274696293], [34.92864721674254, -15.931598274696293]]","POLYGON ((34.92864721674254 -15.922605058637105, 34.93799944992406 -15.922605058637105, 34.93799944992406 -15.931598274696293, 34.92864721674254 -15.931598274696293, 34.92864721674254 -15.922605058637105))",315
MLW0898,462,Blantyre,2,-15.9271016666667,34.9333233333333,2019-11-28,52,1,5,5,1,1,4,1,3,0,3,1,1,1,5,1,1.4,MLW,8,"[[34.92864721674254, -15.922605058637105], [34.93799944992406, -15.922605058637105], [34.93799944992406, -15.931598274696293], [34.92864721674254, -15.931598274696293]]","POLYGON ((34.92864721674254 -15.922605058637105, 34.93799944992406 -15.922605058637105, 34.93799944992406 -15.931598274696293, 34.92864721674254 -15.931598274696293, 34.92864721674254 -15.922605058637105))",315
MLW0899,462,Blantyre,2,-15.9271016666667,34.9333233333333,2019-11-28,37,1,5,5,1,1,1,9,2,0,3,4,1,2,5,2,1.0,MLW,8,"[[34.92864721674254, -15.922605058637105], [34.93799944992406, -15.922605058637105], [34.93799944992406, -15.931598274696293], [34.92864721674254, -15.931598274696293]]","POLYGON ((34.92864721674254 -15.922605058637105, 34.93799944992406 -15.922605058637105, 34.93799944992406 -15.931598274696293, 34.92864721674254 -15.931598274696293, 34.92864721674254 -15.922605058637105))",315
MLW0900,461,Mchinji,2,-14.0238783333333,33.2670683333333,2019-11-28,24,0,2,6,2,1,2,9,2,0,2,4,3,2,7,2,1.0,MLW,8,"[[33.262433585818506, -14.019381725303706], [33.27170308084809, -14.019381725303706], [33.27170308084809, -14.028374941362895], [33.262433585818506, -14.028374941362895]]","POLYGON ((33.262433585818506 -14.019381725303706, 33.27170308084809 -14.019381725303706, 33.27170308084809 -14.028374941362895, 33.262433585818506 -14.028374941362895, 33.262433585818506 -14.019381725303706))",134
MLW0901,461,Dedza,2,-14.2833466666667,34.5770183333333,2019-11-28,28,0,1,5,1,2,1,4,4,0,1,2,1,2,7,1,2.2,MLW,8,"[[34.57237828987729, -14.278850058637106], [34.581658376789306, -14.278850058637106], [34.581658376789306, -14.287843274696295], [34.57237828987729, -14.287843274696295]]","POLYGON ((34.57237828987729 -14.278850058637106, 34.581658376789306 -14.278850058637106, 34.581658376789306 -14.287843274696295, 34.57237828987729 -14.287843274696295, 34.57237828987729 -14.278850058637106))",737
MLW0902,461,Mchinji,2,-14.0238783333333,33.2670683333333,2019-11-28,27,0,2,6,1,1,4,2,2,0,1,3,2,2,5,1,1.0,MLW,8,"[[33.262433585818506, -14.019381725303706], [33.27170308084809, -14.019381725303706], [33.27170308084809, -14.028374941362895], [33.262433585818506, -14.028374941362895]]","POLYGON ((33.262433585818506 -14.019381725303706, 33.27170308084809 -14.019381725303706, 33.27170308084809 -14.028374941362895, 33.262433585818506 -14.028374941362895, 33.262433585818506 -14.019381725303706))",134
MLW0903,461,Mchinji,2,-14.0238783333333,33.2670683333333,2019-11-28,40,0,2,6,1,1,1,1,3,0,3,1,1,1,5,2,3.0,MLW,8,"[[33.262433585818506, -14.019381725303706], [33.27170308084809, -14.019381725303706], [33.27170308084809, -14.028374941362895], [33.262433585818506, -14.028374941362895]]","POLYGON ((33.262433585818506 -14.019381725303706, 33.27170308084809 -14.019381725303706, 33.27170308084809 -14.028374941362895, 33.262433585818506 -14.028374941362895, 33.262433585818506 -14.019381725303706))",134
MLW0904,461,Dedza,2,-14.2833466666667,34.5770183333333,2019-11-28,64,0,1,5,1,1,1,4,3,0,3,2,1,1,7,2,1.2,MLW,8,"[[34.57237828987729, -14.278850058637106], [34.581658376789306, -14.278850058637106], [34.581658376789306, -14.287843274696295], [34.57237828987729, -14.287843274696295]]","POLYGON ((34.57237828987729 -14.278850058637106, 34.581658376789306 -14.278850058637106, 34.581658376789306 -14.287843274696295, 34.57237828987729 -14.287843274696295, 34.57237828987729 -14.278850058637106))",737
MLW0905,461,Mchinji,2,-14.0238783333333,33.2670683333333,2019-11-28,55,0,2,6,1,2,1,9,2,0,2,1,3,1,1,1,1.4,MLW,8,"[[33.262433585818506, -14.019381725303706], [33.27170308084809, -14.019381725303706], [33.27170308084809, -14.028374941362895], [33.262433585818506, -14.028374941362895]]","POLYGON ((33.262433585818506 -14.019381725303706, 33.27170308084809 -14.019381725303706, 33.27170308084809 -14.028374941362895, 33.262433585818506 -14.028374941362895, 33.262433585818506 -14.019381725303706))",134
