respondent_number,region,district,urbrur,latitude,longitude,dateintr,age,electricity_grid_in_the_psu_ea,road_surface_last_5_km,road_condition_last_5_km,overall_direction_of_the_country,country_s_present_economic_condition,country_s_economic_condition_compared_to_12_months_ago,country_s_economic_condition_in_12_months_time,how_often_gone_without_food,how_often_gone_without_water,support_for_democracy,satisfaction_with_democracy,level_of_corruption,handling_managing_the_economy,climate_change_affecting_country,gender_of_respondent,lived_poverty_index_average_index_of_5_poverty_items,country,round,rectangle_coordinates,geometry,buildings_num
MLW0490,461,Dedza,2,-14.1036866666667,34.1790683333333,2016-12-30,25,0,1,3,1,1,1,9,3,2,2,3,5,9,4,1,2.4,MLW,7,"[[34.1744319682827, -14.099190058637106], [34.1837046983839, -14.099190058637106], [34.1837046983839, -14.108183274696295], [34.1744319682827, -14.108183274696295]]","POLYGON ((34.1744319682827 -14.099190058637106, 34.1837046983839 -14.099190058637106, 34.1837046983839 -14.108183274696295, 34.1744319682827 -14.108183274696295, 34.1744319682827 -14.099190058637106))",266
MLW0491,461,Nkhotakota,2,-13.095315,34.239955,2016-12-30,22,0,1,4,1,1,1,1,1,4,3,1,4,3,5,2,1.8,MLW,7,"[[34.23533833322884, -13.090818391970405], [34.244571666771165, -13.090818391970405], [34.244571666771165, -13.099811608029594], [34.23533833322884, -13.099811608029594]]","POLYGON ((34.23533833322884 -13.090818391970405, 34.244571666771165 -13.090818391970405, 34.244571666771165 -13.099811608029594, 34.23533833322884 -13.099811608029594, 34.23533833322884 -13.090818391970405))",115
MLW0492,462,Mulanje,2,-15.75138,35.501685,2016-12-30,20,0,1,2,1,1,1,9,1,0,3,1,2,1,5,1,0.8,MLW,7,"[[35.49701295042775, -15.746883391970405], [35.50635704957225, -15.746883391970405], [35.50635704957225, -15.755876608029594], [35.49701295042775, -15.755876608029594]]","POLYGON ((35.49701295042775 -15.746883391970405, 35.50635704957225 -15.746883391970405, 35.50635704957225 -15.755876608029594, 35.49701295042775 -15.755876608029594, 35.49701295042775 -15.746883391970405))",425
MLW0493,462,Mangochi,2,-14.45917,35.1405516666667,2016-12-30,38,0,1,4,9,1,1,9,2,1,3,4,9,9,5,2,1.8,MLW,7,"[[35.13590797346183, -14.454673391970406], [35.14519535987157, -14.454673391970406], [35.14519535987157, -14.463666608029595], [35.13590797346183, -14.463666608029595]]","POLYGON ((35.13590797346183 -14.454673391970406, 35.14519535987157 -14.454673391970406, 35.14519535987157 -14.463666608029595, 35.13590797346183 -14.463666608029595, 35.13590797346183 -14.454673391970406))",366
MLW0494,461,Nkhotakota,2,-13.095315,34.239955,2016-12-30,54,0,1,4,1,1,1,1,0,0,3,4,1,1,5,2,1.0,MLW,7,"[[34.23533833322884, -13.090818391970405], [34.244571666771165, -13.090818391970405], [34.244571666771165, -13.099811608029594], [34.23533833322884, -13.099811608029594]]","POLYGON ((34.23533833322884 -13.090818391970405, 34.244571666771165 -13.090818391970405, 34.244571666771165 -13.099811608029594, 34.23533833322884 -13.099811608029594, 34.23533833322884 -13.090818391970405))",115
MLW0495,461,Dedza,2,-14.1036866666667,34.1790683333333,2016-12-30,32,0,1,3,9,2,4,4,4,3,1,1,1,1,5,2,2.6,MLW,7,"[[34.1744319682827, -14.099190058637106], [34.1837046983839, -14.099190058637106], [34.1837046983839, -14.108183274696295], [34.1744319682827, -14.108183274696295]]","POLYGON ((34.1744319682827 -14.099190058637106, 34.1837046983839 -14.099190058637106, 34.1837046983839 -14.108183274696295, 34.1744319682827 -14.108183274696295, 34.1744319682827 -14.099190058637106))",266
MLW0496,461,Ntchisi,2,-13.2024533333333,33.760975,2016-12-30,18,0,1,4,1,2,4,1,0,0,3,3,1,2,5,2,1.4,MLW,7,"[[33.75635631611055, -13.197956725303706], [33.765593683889456, -13.197956725303706], [33.765593683889456, -13.206949941362895], [33.75635631611055, -13.206949941362895]]","POLYGON ((33.75635631611055 -13.197956725303706, 33.765593683889456 -13.197956725303706, 33.765593683889456 -13.206949941362895, 33.75635631611055 -13.206949941362895, 33.75635631611055 -13.197956725303706))",118
MLW0497,461,Nkhotakota,2,-13.095315,34.239955,2016-12-30,25,0,1,4,1,2,2,1,4,2,9,3,3,3,7,2,1.6,MLW,7,"[[34.23533833322884, -13.090818391970405], [34.244571666771165, -13.090818391970405], [34.244571666771165, -13.099811608029594], [34.23533833322884, -13.099811608029594]]","POLYGON ((34.23533833322884 -13.090818391970405, 34.244571666771165 -13.090818391970405, 34.244571666771165 -13.099811608029594, 34.23533833322884 -13.099811608029594, 34.23533833322884 -13.090818391970405))",115
MLW0498,461,Ntchisi,2,-13.2024533333333,33.760975,2016-12-30,39,0,1,4,1,1,4,1,2,3,3,3,3,1,5,2,1.6,MLW,7,"[[33.75635631611055, -13.197956725303706], [33.765593683889456, -13.197956725303706], [33.765593683889456, -13.206949941362895], [33.75635631611055, -13.206949941362895]]","POLYGON ((33.75635631611055 -13.197956725303706, 33.765593683889456 -13.197956725303706, 33.765593683889456 -13.206949941362895, 33.75635631611055 -13.206949941362895, 33.75635631611055 -13.197956725303706))",118
MLW0499,462,Blantyre City,1,-15.8186716666667,35.010785,2016-12-30,18,1,5,5,2,2,2,2,0,2,3,1,1,2,5,1,0.6,MLW,7,"[[35.0061113990145, -15.814175058637106], [35.0154586009855, -15.814175058637106], [35.0154586009855, -15.823168274696295], [35.0061113990145, -15.823168274696295]]","POLYGON ((35.0061113990145 -15.814175058637106, 35.0154586009855 -15.814175058637106, 35.0154586009855 -15.823168274696295, 35.0061113990145 -15.823168274696295, 35.0061113990145 -15.814175058637106))",3030
MLW0500,462,Blantyre City,1,-15.8186716666667,35.010785,2016-12-30,42,1,5,5,1,2,2,2,2,0,3,3,2,3,4,2,1.0,MLW,7,"[[35.0061113990145, -15.814175058637106], [35.0154586009855, -15.814175058637106], [35.0154586009855, -15.823168274696295], [35.0061113990145, -15.823168274696295]]","POLYGON ((35.0061113990145 -15.814175058637106, 35.0154586009855 -15.814175058637106, 35.0154586009855 -15.823168274696295, 35.0061113990145 -15.823168274696295, 35.0061113990145 -15.814175058637106))",3030
MLW0501,461,Nkhotakota,2,-13.095315,34.239955,2016-12-30,40,0,1,4,1,1,1,1,2,1,3,4,1,2,5,2,1.0,MLW,7,"[[34.23533833322884, -13.090818391970405], [34.244571666771165, -13.090818391970405], [34.244571666771165, -13.099811608029594], [34.23533833322884, -13.099811608029594]]","POLYGON ((34.23533833322884 -13.090818391970405, 34.244571666771165 -13.090818391970405, 34.244571666771165 -13.099811608029594, 34.23533833322884 -13.099811608029594, 34.23533833322884 -13.090818391970405))",115
MLW0502,460,Rumphi,2,-10.8004566666667,33.5351166666667,2016-12-30,40,1,5,5,1,1,1,1,3,4,3,1,1,1,5,2,2.8,MLW,7,"[[33.530538968174575, -10.795960058637105], [33.53969436515883, -10.795960058637105], [33.53969436515883, -10.804953274696294], [33.530538968174575, -10.804953274696294]]","POLYGON ((33.530538968174575 -10.795960058637105, 33.53969436515883 -10.795960058637105, 33.53969436515883 -10.804953274696294, 33.530538968174575 -10.804953274696294, 33.530538968174575 -10.795960058637105))",298
MLW0503,462,Mangochi,2,-14.45917,35.1405516666667,2016-12-30,48,0,1,4,1,1,1,9,3,0,3,3,1,1,5,2,1.4,MLW,7,"[[35.13590797346183, -14.454673391970406], [35.14519535987157, -14.454673391970406], [35.14519535987157, -14.463666608029595], [35.13590797346183, -14.463666608029595]]","POLYGON ((35.13590797346183 -14.454673391970406, 35.14519535987157 -14.454673391970406, 35.14519535987157 -14.463666608029595, 35.13590797346183 -14.463666608029595, 35.13590797346183 -14.454673391970406))",366
MLW0504,461,Dedza,2,-14.1036866666667,34.1790683333333,2016-12-30,24,0,1,3,1,3,4,9,0,2,1,2,1,3,5,2,1.8,MLW,7,"[[34.1744319682827, -14.099190058637106], [34.1837046983839, -14.099190058637106], [34.1837046983839, -14.108183274696295], [34.1744319682827, -14.108183274696295]]","POLYGON ((34.1744319682827 -14.099190058637106, 34.1837046983839 -14.099190058637106, 34.1837046983839 -14.108183274696295, 34.1744319682827 -14.108183274696295, 34.1744319682827 -14.099190058637106))",266
MLW0505,462,Mangochi,2,-14.45917,35.1405516666667,2016-12-30,22,0,1,4,1,2,2,2,2,0,3,2,3,3,5,2,0.8,MLW,7,"[[35.13590797346183, -14.454673391970406], [35.14519535987157, -14.454673391970406], [35.14519535987157, -14.463666608029595], [35.13590797346183, -14.463666608029595]]","POLYGON ((35.13590797346183 -14.454673391970406, 35.14519535987157 -14.454673391970406, 35.14519535987157 -14.463666608029595, 35.13590797346183 -14.463666608029595, 35.13590797346183 -14.454673391970406))",366
MLW0506,461,Ntchisi,2,-13.2024533333333,33.760975,2016-12-30,28,0,1,4,1,1,2,1,0,0,3,1,1,1,5,1,1.6,MLW,7,"[[33.75635631611055, -13.197956725303706], [33.765593683889456, -13.197956725303706], [33.765593683889456, -13.206949941362895], [33.75635631611055, -13.206949941362895]]","POLYGON ((33.75635631611055 -13.197956725303706, 33.765593683889456 -13.197956725303706, 33.765593683889456 -13.206949941362895, 33.75635631611055 -13.206949941362895, 33.75635631611055 -13.197956725303706))",118
MLW0507,460,Rumphi,2,-10.8004566666667,33.5351166666667,2016-12-30,29,1,5,5,1,1,1,1,3,2,3,2,1,1,5,2,1.4,MLW,7,"[[33.530538968174575, -10.795960058637105], [33.53969436515883, -10.795960058637105], [33.53969436515883, -10.804953274696294], [33.530538968174575, -10.804953274696294]]","POLYGON ((33.530538968174575 -10.795960058637105, 33.53969436515883 -10.795960058637105, 33.53969436515883 -10.804953274696294, 33.530538968174575 -10.804953274696294, 33.530538968174575 -10.795960058637105))",298
MLW0508,461,Ntchisi,2,-13.2024533333333,33.760975,2016-12-30,69,0,1,4,1,2,1,1,0,2,3,3,1,1,7,1,1.4,MLW,7,"[[33.75635631611055, -13.197956725303706], [33.765593683889456, -13.197956725303706], [33.765593683889456, -13.206949941362895], [33.75635631611055, -13.206949941362895]]","POLYGON ((33.75635631611055 -13.197956725303706, 33.765593683889456 -13.197956725303706, 33.765593683889456 -13.206949941362895, 33.75635631611055 -13.206949941362895, 33.75635631611055 -13.197956725303706))",118
MLW0509,462,Blantyre City,1,-15.8186716666667,35.010785,2016-12-30,26,1,5,5,2,1,1,1,0,0,3,4,4,1,5,1,0.6,MLW,7,"[[35.0061113990145, -15.814175058637106], [35.0154586009855, -15.814175058637106], [35.0154586009855, -15.823168274696295], [35.0061113990145, -15.823168274696295]]","POLYGON ((35.0061113990145 -15.814175058637106, 35.0154586009855 -15.814175058637106, 35.0154586009855 -15.823168274696295, 35.0061113990145 -15.823168274696295, 35.0061113990145 -15.814175058637106))",3030
MLW0510,462,Blantyre City,1,-15.8186716666667,35.010785,2016-12-30,36,1,5,5,1,1,3,2,0,0,3,4,1,1,5,2,0.4,MLW,7,"[[35.0061113990145, -15.814175058637106], [35.0154586009855, -15.814175058637106], [35.0154586009855, -15.823168274696295], [35.0061113990145, -15.823168274696295]]","POLYGON ((35.0061113990145 -15.814175058637106, 35.0154586009855 -15.814175058637106, 35.0154586009855 -15.823168274696295, 35.0061113990145 -15.823168274696295, 35.0061113990145 -15.814175058637106))",3030
MLW0511,460,Rumphi,2,-10.8004566666667,33.5351166666667,2016-12-30,33,1,5,5,1,2,2,2,0,0,3,2,1,1,9,1,0.2,MLW,7,"[[33.530538968174575, -10.795960058637105], [33.53969436515883, -10.795960058637105], [33.53969436515883, -10.804953274696294], [33.530538968174575, -10.804953274696294]]","POLYGON ((33.530538968174575 -10.795960058637105, 33.53969436515883 -10.795960058637105, 33.53969436515883 -10.804953274696294, 33.530538968174575 -10.804953274696294, 33.530538968174575 -10.795960058637105))",298
MLW0512,460,Rumphi,2,-10.8004566666667,33.5351166666667,2016-12-30,49,1,5,5,1,2,1,1,3,0,3,1,3,1,5,2,1.4,MLW,7,"[[33.530538968174575, -10.795960058637105], [33.53969436515883, -10.795960058637105], [33.53969436515883, -10.804953274696294], [33.530538968174575, -10.804953274696294]]","POLYGON ((33.530538968174575 -10.795960058637105, 33.53969436515883 -10.795960058637105, 33.53969436515883 -10.804953274696294, 33.530538968174575 -10.804953274696294, 33.530538968174575 -10.795960058637105))",298
MLW0513,462,Mangochi,2,-14.45917,35.1405516666667,2016-12-30,39,0,1,4,1,1,4,1,2,0,3,3,1,1,5,2,1.0,MLW,7,"[[35.13590797346183, -14.454673391970406], [35.14519535987157, -14.454673391970406], [35.14519535987157, -14.463666608029595], [35.13590797346183, -14.463666608029595]]","POLYGON ((35.13590797346183 -14.454673391970406, 35.14519535987157 -14.454673391970406, 35.14519535987157 -14.463666608029595, 35.13590797346183 -14.463666608029595, 35.13590797346183 -14.454673391970406))",366
MLW0514,461,Dedza,2,-14.1036866666667,34.1790683333333,2016-12-30,60,0,1,3,1,1,4,1,2,4,3,1,1,1,5,1,2.2,MLW,7,"[[34.1744319682827, -14.099190058637106], [34.1837046983839, -14.099190058637106], [34.1837046983839, -14.108183274696295], [34.1744319682827, -14.108183274696295]]","POLYGON ((34.1744319682827 -14.099190058637106, 34.1837046983839 -14.099190058637106, 34.1837046983839 -14.108183274696295, 34.1744319682827 -14.108183274696295, 34.1744319682827 -14.099190058637106))",266
MLW0515,462,Mulanje,2,-15.75138,35.501685,2016-12-30,71,0,1,2,1,1,1,1,4,0,3,4,1,1,5,2,2.2,MLW,7,"[[35.49701295042775, -15.746883391970405], [35.50635704957225, -15.746883391970405], [35.50635704957225, -15.755876608029594], [35.49701295042775, -15.755876608029594]]","POLYGON ((35.49701295042775 -15.746883391970405, 35.50635704957225 -15.746883391970405, 35.50635704957225 -15.755876608029594, 35.49701295042775 -15.755876608029594, 35.49701295042775 -15.746883391970405))",425
MLW0516,461,Lilongwe,2,-13.7249566666667,33.3631933333333,2016-12-30,38,0,1,4,1,2,2,9,4,2,3,1,4,1,7,2,3.0,MLW,7,"[[33.35856455453753, -13.720460058637105], [33.36782211212907, -13.720460058637105], [33.36782211212907, -13.729453274696294], [33.35856455453753, -13.729453274696294]]","POLYGON ((33.35856455453753 -13.720460058637105, 33.36782211212907 -13.720460058637105, 33.36782211212907 -13.729453274696294, 33.35856455453753 -13.729453274696294, 33.35856455453753 -13.720460058637105))",269
MLW0517,461,Lilongwe,2,-13.7249566666667,33.3631933333333,2016-12-30,35,0,1,4,1,5,1,1,2,2,2,1,1,1,7,1,2.0,MLW,7,"[[33.35856455453753, -13.720460058637105], [33.36782211212907, -13.720460058637105], [33.36782211212907, -13.729453274696294], [33.35856455453753, -13.729453274696294]]","POLYGON ((33.35856455453753 -13.720460058637105, 33.36782211212907 -13.720460058637105, 33.36782211212907 -13.729453274696294, 33.35856455453753 -13.729453274696294, 33.35856455453753 -13.720460058637105))",269
MLW0518,462,Mulanje,2,-15.75138,35.501685,2016-12-30,32,0,1,2,1,1,1,9,1,0,2,3,1,1,5,1,0.4,MLW,7,"[[35.49701295042775, -15.746883391970405], [35.50635704957225, -15.746883391970405], [35.50635704957225, -15.755876608029594], [35.49701295042775, -15.755876608029594]]","POLYGON ((35.49701295042775 -15.746883391970405, 35.50635704957225 -15.746883391970405, 35.50635704957225 -15.755876608029594, 35.49701295042775 -15.755876608029594, 35.49701295042775 -15.746883391970405))",425
MLW0519,462,Mulanje,2,-15.75138,35.501685,2016-12-30,30,0,1,2,1,1,1,1,3,0,2,9,1,1,5,1,1.4,MLW,7,"[[35.49701295042775, -15.746883391970405], [35.50635704957225, -15.746883391970405], [35.50635704957225, -15.755876608029594], [35.49701295042775, -15.755876608029594]]","POLYGON ((35.49701295042775 -15.746883391970405, 35.50635704957225 -15.746883391970405, 35.50635704957225 -15.755876608029594, 35.49701295042775 -15.755876608029594, 35.49701295042775 -15.746883391970405))",425
MLW0520,461,Lilongwe,2,-13.7249566666667,33.3631933333333,2016-12-30,44,0,1,4,1,1,2,2,0,0,2,1,1,1,5,1,1.2,MLW,7,"[[33.35856455453753, -13.720460058637105], [33.36782211212907, -13.720460058637105], [33.36782211212907, -13.729453274696294], [33.35856455453753, -13.729453274696294]]","POLYGON ((33.35856455453753 -13.720460058637105, 33.36782211212907 -13.720460058637105, 33.36782211212907 -13.729453274696294, 33.35856455453753 -13.729453274696294, 33.35856455453753 -13.720460058637105))",269
MLW0521,462,Mulanje,2,-15.75138,35.501685,2016-12-30,18,0,1,2,1,1,2,1,2,1,1,9,2,1,5,2,1.0,MLW,7,"[[35.49701295042775, -15.746883391970405], [35.50635704957225, -15.746883391970405], [35.50635704957225, -15.755876608029594], [35.49701295042775, -15.755876608029594]]","POLYGON ((35.49701295042775 -15.746883391970405, 35.50635704957225 -15.746883391970405, 35.50635704957225 -15.755876608029594, 35.49701295042775 -15.755876608029594, 35.49701295042775 -15.746883391970405))",425
MLW0522,461,Lilongwe,2,-13.7249566666667,33.3631933333333,2016-12-30,22,0,1,4,1,2,2,4,0,0,1,3,1,2,1,2,0.0,MLW,7,"[[33.35856455453753, -13.720460058637105], [33.36782211212907, -13.720460058637105], [33.36782211212907, -13.729453274696294], [33.35856455453753, -13.729453274696294]]","POLYGON ((33.35856455453753 -13.720460058637105, 33.36782211212907 -13.720460058637105, 33.36782211212907 -13.729453274696294, 33.35856455453753 -13.729453274696294, 33.35856455453753 -13.720460058637105))",269
MLW0523,461,Kasungu,2,-12.7238883333333,33.60256,2016-12-30,35,0,1,3,1,4,4,1,3,1,2,1,2,3,7,2,2.2,MLW,7,"[[33.59795018788621, -12.719391725303705], [33.60716981211378, -12.719391725303705], [33.60716981211378, -12.728384941362894], [33.59795018788621, -12.728384941362894]]","POLYGON ((33.59795018788621 -12.719391725303705, 33.60716981211378 -12.719391725303705, 33.60716981211378 -12.728384941362894, 33.59795018788621 -12.728384941362894, 33.59795018788621 -12.719391725303705))",71
MLW0524,461,Kasungu,2,-12.7238883333333,33.60256,2016-12-30,40,0,1,3,1,5,1,1,2,3,2,4,1,2,5,1,1.6,MLW,7,"[[33.59795018788621, -12.719391725303705], [33.60716981211378, -12.719391725303705], [33.60716981211378, -12.728384941362894], [33.59795018788621, -12.728384941362894]]","POLYGON ((33.59795018788621 -12.719391725303705, 33.60716981211378 -12.719391725303705, 33.60716981211378 -12.728384941362894, 33.59795018788621 -12.728384941362894, 33.59795018788621 -12.719391725303705))",71
MLW0525,461,Ntchisi,2,-13.2024533333333,33.760975,2016-12-30,23,0,1,4,1,1,2,1,0,0,3,1,1,1,5,2,0.6,MLW,7,"[[33.75635631611055, -13.197956725303706], [33.765593683889456, -13.197956725303706], [33.765593683889456, -13.206949941362895], [33.75635631611055, -13.206949941362895]]","POLYGON ((33.75635631611055 -13.197956725303706, 33.765593683889456 -13.197956725303706, 33.765593683889456 -13.206949941362895, 33.75635631611055 -13.206949941362895, 33.75635631611055 -13.197956725303706))",118
MLW0526,462,Blantyre City,1,-15.8186716666667,35.010785,2016-12-30,26,1,5,5,1,1,2,4,2,3,3,4,1,2,4,2,2.2,MLW,7,"[[35.0061113990145, -15.814175058637106], [35.0154586009855, -15.814175058637106], [35.0154586009855, -15.823168274696295], [35.0061113990145, -15.823168274696295]]","POLYGON ((35.0061113990145 -15.814175058637106, 35.0154586009855 -15.814175058637106, 35.0154586009855 -15.823168274696295, 35.0061113990145 -15.823168274696295, 35.0061113990145 -15.814175058637106))",3030
MLW0527,461,Kasungu,2,-12.7238883333333,33.60256,2016-12-30,22,0,1,3,1,2,1,1,3,4,3,2,1,1,5,2,2.2,MLW,7,"[[33.59795018788621, -12.719391725303705], [33.60716981211378, -12.719391725303705], [33.60716981211378, -12.728384941362894], [33.59795018788621, -12.728384941362894]]","POLYGON ((33.59795018788621 -12.719391725303705, 33.60716981211378 -12.719391725303705, 33.60716981211378 -12.728384941362894, 33.59795018788621 -12.728384941362894, 33.59795018788621 -12.719391725303705))",71
MLW0528,461,Kasungu,2,-12.7238883333333,33.60256,2016-12-30,25,0,1,3,2,1,2,4,1,0,3,3,1,1,5,2,0.6,MLW,7,"[[33.59795018788621, -12.719391725303705], [33.60716981211378, -12.719391725303705], [33.60716981211378, -12.728384941362894], [33.59795018788621, -12.728384941362894]]","POLYGON ((33.59795018788621 -12.719391725303705, 33.60716981211378 -12.719391725303705, 33.60716981211378 -12.728384941362894, 33.59795018788621 -12.728384941362894, 33.59795018788621 -12.719391725303705))",71
MLW0529,461,Dedza,2,-14.1036866666667,34.1790683333333,2016-12-30,99,0,1,3,9,9,9,9,3,0,2,9,9,9,7,2,1.2,MLW,7,"[[34.1744319682827, -14.099190058637106], [34.1837046983839, -14.099190058637106], [34.1837046983839, -14.108183274696295], [34.1744319682827, -14.108183274696295]]","POLYGON ((34.1744319682827 -14.099190058637106, 34.1837046983839 -14.099190058637106, 34.1837046983839 -14.108183274696295, 34.1744319682827 -14.108183274696295, 34.1744319682827 -14.099190058637106))",266
MLW0530,462,Blantyre City,1,-15.8186716666667,35.010785,2016-12-30,25,1,5,5,1,1,2,1,1,0,2,1,1,2,5,1,1.2,MLW,7,"[[35.0061113990145, -15.814175058637106], [35.0154586009855, -15.814175058637106], [35.0154586009855, -15.823168274696295], [35.0061113990145, -15.823168274696295]]","POLYGON ((35.0061113990145 -15.814175058637106, 35.0154586009855 -15.814175058637106, 35.0154586009855 -15.823168274696295, 35.0061113990145 -15.823168274696295, 35.0061113990145 -15.814175058637106))",3030
MLW0531,461,Dedza,2,-14.1036866666667,34.1790683333333,2016-12-30,20,0,1,3,2,4,4,5,2,0,1,3,1,3,7,1,2.4,MLW,7,"[[34.1744319682827, -14.099190058637106], [34.1837046983839, -14.099190058637106], [34.1837046983839, -14.108183274696295], [34.1744319682827, -14.108183274696295]]","POLYGON ((34.1744319682827 -14.099190058637106, 34.1837046983839 -14.099190058637106, 34.1837046983839 -14.108183274696295, 34.1744319682827 -14.108183274696295, 34.1744319682827 -14.099190058637106))",266
MLW0532,462,Blantyre City,1,-15.8186716666667,35.010785,2016-12-30,27,1,5,5,1,1,1,1,2,2,3,2,1,1,5,2,2.0,MLW,7,"[[35.0061113990145, -15.814175058637106], [35.0154586009855, -15.814175058637106], [35.0154586009855, -15.823168274696295], [35.0061113990145, -15.823168274696295]]","POLYGON ((35.0061113990145 -15.814175058637106, 35.0154586009855 -15.814175058637106, 35.0154586009855 -15.823168274696295, 35.0061113990145 -15.823168274696295, 35.0061113990145 -15.814175058637106))",3030
MLW0533,461,Ntchisi,2,-13.2024533333333,33.760975,2016-12-30,39,0,1,4,2,1,1,1,1,0,3,3,3,3,5,1,0.8,MLW,7,"[[33.75635631611055, -13.197956725303706], [33.765593683889456, -13.197956725303706], [33.765593683889456, -13.206949941362895], [33.75635631611055, -13.206949941362895]]","POLYGON ((33.75635631611055 -13.197956725303706, 33.765593683889456 -13.197956725303706, 33.765593683889456 -13.206949941362895, 33.75635631611055 -13.206949941362895, 33.75635631611055 -13.197956725303706))",118
MLW0534,461,Dedza,2,-14.1036866666667,34.1790683333333,2016-12-30,40,0,1,3,1,2,4,1,3,0,3,1,1,1,5,1,1.4,MLW,7,"[[34.1744319682827, -14.099190058637106], [34.1837046983839, -14.099190058637106], [34.1837046983839, -14.108183274696295], [34.1744319682827, -14.108183274696295]]","POLYGON ((34.1744319682827 -14.099190058637106, 34.1837046983839 -14.099190058637106, 34.1837046983839 -14.108183274696295, 34.1744319682827 -14.108183274696295, 34.1744319682827 -14.099190058637106))",266
MLW0535,462,Blantyre City,1,-15.8186716666667,35.010785,2016-12-30,28,1,5,5,1,5,1,1,0,0,3,1,1,1,4,1,0.0,MLW,7,"[[35.0061113990145, -15.814175058637106], [35.0154586009855, -15.814175058637106], [35.0154586009855, -15.823168274696295], [35.0061113990145, -15.823168274696295]]","POLYGON ((35.0061113990145 -15.814175058637106, 35.0154586009855 -15.814175058637106, 35.0154586009855 -15.823168274696295, 35.0061113990145 -15.823168274696295, 35.0061113990145 -15.814175058637106))",3030
MLW0536,460,Rumphi,2,-10.8411683333333,33.526575,2016-12-30,18,0,5,5,1,1,1,1,2,3,3,1,1,1,5,1,2.0,MLW,7,"[[33.52199667975613, -10.836671725303706], [33.531153320243874, -10.836671725303706], [33.531153320243874, -10.845664941362894], [33.52199667975613, -10.845664941362894]]","POLYGON ((33.52199667975613 -10.836671725303706, 33.531153320243874 -10.836671725303706, 33.531153320243874 -10.845664941362894, 33.52199667975613 -10.845664941362894, 33.52199667975613 -10.836671725303706))",128
MLW0537,461,Ntchisi,2,-13.2024533333333,33.760975,2016-12-30,32,0,1,4,1,1,1,9,2,0,2,1,1,1,7,1,0.8,MLW,7,"[[33.75635631611055, -13.197956725303706], [33.765593683889456, -13.197956725303706], [33.765593683889456, -13.206949941362895], [33.75635631611055, -13.206949941362895]]","POLYGON ((33.75635631611055 -13.197956725303706, 33.765593683889456 -13.197956725303706, 33.765593683889456 -13.206949941362895, 33.75635631611055 -13.206949941362895, 33.75635631611055 -13.197956725303706))",118
MLW0538,460,Rumphi,2,-10.8411683333333,33.526575,2016-12-30,21,0,5,5,1,1,1,1,2,2,3,1,1,1,5,1,1.6,MLW,7,"[[33.52199667975613, -10.836671725303706], [33.531153320243874, -10.836671725303706], [33.531153320243874, -10.845664941362894], [33.52199667975613, -10.845664941362894]]","POLYGON ((33.52199667975613 -10.836671725303706, 33.531153320243874 -10.836671725303706, 33.531153320243874 -10.845664941362894, 33.52199667975613 -10.845664941362894, 33.52199667975613 -10.836671725303706))",128
MLW0539,461,Kasungu,2,-12.7238883333333,33.60256,2016-12-30,43,0,1,3,1,1,1,2,2,2,2,1,2,1,5,1,2.2,MLW,7,"[[33.59795018788621, -12.719391725303705], [33.60716981211378, -12.719391725303705], [33.60716981211378, -12.728384941362894], [33.59795018788621, -12.728384941362894]]","POLYGON ((33.59795018788621 -12.719391725303705, 33.60716981211378 -12.719391725303705, 33.60716981211378 -12.728384941362894, 33.59795018788621 -12.728384941362894, 33.59795018788621 -12.719391725303705))",71
MLW0540,461,Ntchisi,2,-13.2024533333333,33.760975,2016-12-30,39,0,1,4,1,1,1,1,4,4,2,1,1,1,5,1,3.2,MLW,7,"[[33.75635631611055, -13.197956725303706], [33.765593683889456, -13.197956725303706], [33.765593683889456, -13.206949941362895], [33.75635631611055, -13.206949941362895]]","POLYGON ((33.75635631611055 -13.197956725303706, 33.765593683889456 -13.197956725303706, 33.765593683889456 -13.206949941362895, 33.75635631611055 -13.206949941362895, 33.75635631611055 -13.197956725303706))",118
MLW0541,460,Rumphi,2,-10.8411683333333,33.526575,2016-12-30,18,0,5,5,1,1,2,1,1,3,3,3,1,3,5,1,2.6,MLW,7,"[[33.52199667975613, -10.836671725303706], [33.531153320243874, -10.836671725303706], [33.531153320243874, -10.845664941362894], [33.52199667975613, -10.845664941362894]]","POLYGON ((33.52199667975613 -10.836671725303706, 33.531153320243874 -10.836671725303706, 33.531153320243874 -10.845664941362894, 33.52199667975613 -10.845664941362894, 33.52199667975613 -10.836671725303706))",128
MLW0542,460,Rumphi,2,-10.8411683333333,33.526575,2016-12-30,18,0,5,5,1,2,3,1,2,0,3,3,2,1,5,2,0.8,MLW,7,"[[33.52199667975613, -10.836671725303706], [33.531153320243874, -10.836671725303706], [33.531153320243874, -10.845664941362894], [33.52199667975613, -10.845664941362894]]","POLYGON ((33.52199667975613 -10.836671725303706, 33.531153320243874 -10.836671725303706, 33.531153320243874 -10.845664941362894, 33.52199667975613 -10.845664941362894, 33.52199667975613 -10.836671725303706))",128
